,Unnamed: 0,year,week,windspeed,temp,cloudcover,precip,solarradiation,start_date,end_date,category,unit,price_min,price_max,price,month,season,month_sin,month_cos,week_sin,week_cos,is_heatwave,is_windy,is_rainy,windspeed_lag1,windspeed_lag2,windspeed_lag4,windspeed_rolling_mean_4w,windspeed_rolling_std_4w,windspeed_rolling_max_4w,windspeed_rolling_min_4w,windspeed_trend,temp_lag1,temp_lag2,temp_lag4,temp_rolling_mean_4w,temp_rolling_std_4w,temp_rolling_max_4w,temp_rolling_min_4w,temp_trend,cloudcover_lag1,cloudcover_lag2,cloudcover_lag4,cloudcover_rolling_mean_4w,cloudcover_rolling_std_4w,cloudcover_rolling_max_4w,cloudcover_rolling_min_4w,cloudcover_trend,precip_lag1,precip_lag2,precip_lag4,precip_rolling_mean_4w,precip_rolling_std_4w,precip_rolling_max_4w,precip_rolling_min_4w,precip_trend,solarradiation_lag1,solarradiation_lag2,solarradiation_lag4,solarradiation_rolling_mean_4w,solarradiation_rolling_std_4w,solarradiation_rolling_max_4w,solarradiation_rolling_min_4w,solarradiation_trend,price_lag1,price_lag2,price_lag4,price_rolling_mean_4w,price_rolling_std_4w,price_rolling_max_4w,price_rolling_min_4w,price_trend,price_momentum,price_acceleration,price_volatility,price_rel_4w_avg,price_rel_8w_avg,price_rel_seasonal,season_Winter,season_Spring,season_Summer,season_Fall
127,128,2015,51,8.44285714285714,12.7714285714286,45.3,0.0,108.514285714286,2015-12-14,2015-12-20,I,Euros/kg,3.27,4.5,3.885,12,Fall,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,0,0,0,11.5,23.4857142857143,24.0142857142857,16.60714285714286,7.765776130662319,23.4857142857143,8.44285714285714,-8.164285714285722,12.9142857142857,23.6714285714286,19.5142857142857,17.821428571428577,5.792917326914187,23.6714285714286,12.7714285714286,-5.049999999999976,65.4142857142857,12.9,47.4142857142857,39.70714285714285,21.83991695929989,65.4142857142857,12.9,5.592857142857149,0.627,0.0,0.318714285714286,0.16846428571428573,0.3064874818497686,0.627,0.0,-0.16846428571428573,82.6714285714286,356.628571428571,314.785714285714,214.38571428571416,138.9012878093719,356.628571428571,82.6714285714286,-105.87142857142815,3.88,1.19,0.74,2.44875,1.6617078313189315,3.885,0.84,1.4362499999999998,0.0012886597938144284,-0.9994299237343349,1.6617078313189315,1.5865237366003062,2.313360625232601,0.9541547277936963,False,False,False,True
128,129,2015,52,9.81428571428571,12.0571428571429,46.5571428571429,0.0,93.4,2015-12-21,2015-12-27,I,Euros/kg,2.51,3.92,3.215,12,Fall,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,0,0,0,8.44285714285714,11.5,23.0,13.310714285714287,6.897592747784236,23.4857142857143,8.44285714285714,-3.496428571428577,12.7714285714286,12.9142857142857,21.9285714285714,15.353571428571449,5.557900242181468,23.6714285714286,12.0571428571429,-3.2964285714285495,45.3,65.4142857142857,35.2142857142857,42.54285714285715,21.798452169977626,65.4142857142857,12.9,4.014285714285748,0.0,0.627,0.0468571428571429,0.15675,0.3135,0.627,0.0,-0.15675,108.514285714286,82.6714285714286,309.728571428571,160.30357142857142,131.31193550002172,356.628571428571,82.6714285714286,-66.90357142857141,3.885,3.88,0.84,3.0425,1.2744574008834768,3.885,1.19,0.17249999999999988,-0.1724581724581724,-134.82754182754226,1.2744574008834768,1.056696795398521,1.6247631080227416,0.7896029471960704,False,False,False,True
129,130,2015,53,12.7285714285714,13.4285714285714,52.3857142857143,0.041,99.9714285714286,2015-12-28,2016-01-03,I,Euros/kg,1.28,2.6,1.94,1,Winter,0.49999999999999994,0.8660254037844387,0.12053668025532314,0.992708874098054,0,0,1,9.81428571428571,8.44285714285714,23.4857142857143,10.621428571428563,1.880566566820932,12.7285714285714,8.44285714285714,2.1071428571428363,12.0571428571429,12.7714285714286,23.6714285714286,12.792857142857152,0.565865780580956,13.4285714285714,12.0571428571429,0.6357142857142488,46.5571428571429,45.3,12.9,52.414285714285725,9.199999999999973,65.4142857142857,45.3,-0.028571428571424917,0.0,0.0,0.0,0.167,0.3072751210234893,0.627,0.0,-0.126,93.4,108.514285714286,356.628571428571,96.1392857142858,10.90432339521961,108.514285714286,82.6714285714286,3.8321428571427987,3.215,3.885,1.19,3.23,0.9157601578288213,3.885,1.94,-1.29,-0.3965785381026439,1.2995636127295103,0.9157601578288213,0.6006191950464396,0.928785158587672,0.774279379157428,True,False,False,False
130,131,2016,1,18.5,16.0,49.0142857142857,0.0348571428571429,105.214285714286,2016-01-04,2016-01-10,I,Euros/kg,0.99,2.39,1.69,1,Winter,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0,0,1,12.7285714285714,9.81428571428571,11.5,12.371428571428563,4.45943164677347,18.5,8.44285714285714,6.128571428571437,13.4285714285714,12.0571428571429,12.9142857142857,13.564285714285726,1.717675220542333,16.0,12.0571428571429,2.4357142857142744,52.3857142857143,46.5571428571429,65.4142857142857,48.31428571428572,3.1219651930581116,52.3857142857143,45.3,0.6999999999999815,0.041,0.0,0.627,0.018964285714285725,0.02204120291296018,0.041,0.0,0.015892857142857174,99.9714285714286,93.4,82.6714285714286,101.77500000000015,6.598993687459003,108.514285714286,93.4,3.439285714285859,1.94,3.215,3.88,2.6824999999999997,1.043379924412324,3.885,1.69,-0.9924999999999997,-0.12886597938144329,-0.6750555892460077,1.043379924412324,0.6300093196644921,0.7779056386651324,0.67450110864745,True,False,False,False
131,132,2016,2,15.4,11.4428571428571,44.7571428571429,1.31685714285714,115.714285714286,2016-01-11,2016-01-17,I,Euros/kg,1.28,2.57,1.925,1,Winter,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,0,0,1,18.5,12.7285714285714,8.44285714285714,14.110714285714279,3.710242763020248,18.5,9.81428571428571,1.2892857142857217,16.0,13.4285714285714,12.7714285714286,13.23214285714285,2.023345885267389,16.0,11.4428571428571,-1.7892857142857501,49.0142857142857,52.3857142857143,45.3,48.17857142857145,3.3032142664071187,52.3857142857143,44.7571428571429,-3.4214285714285495,0.0348571428571429,0.041,0.0,0.3481785714285707,0.6460380496260449,1.31685714285714,0.0,0.9686785714285693,105.214285714286,99.9714285714286,108.514285714286,103.57500000000016,9.426308350340305,115.714285714286,93.4,12.139285714285847,1.69,1.94,3.885,2.1925,0.6912127024295779,3.215,1.69,-0.26749999999999985,0.13905325443786998,-2.079053254437871,0.6912127024295779,0.8779931584948689,0.8295179100457852,0.7682926829268293,True,False,False,False
132,133,2016,3,12.0857142857143,12.2142857142857,42.9285714285714,0.0018571428571428,119.385714285714,2016-01-18,2016-01-24,I,Euros/kg,1.37,2.15,1.76,1,Winter,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,0,0,1,15.4,18.5,9.81428571428571,14.678571428571425,2.923991773441976,18.5,12.0857142857143,-2.5928571428571257,11.4428571428571,16.0,12.0571428571429,13.271428571428551,1.9942434161157558,16.0,11.4428571428571,-1.0571428571428516,44.7571428571429,49.0142857142857,46.5571428571429,47.27142857142857,4.257366564911571,52.3857142857143,42.9285714285714,-4.34285714285717,1.31685714285714,0.0348571428571429,0.0,0.3486428571428564,0.645704998879697,1.31685714285714,0.0018571428571428,-0.34678571428571364,115.714285714286,105.214285714286,93.4,110.07142857142865,9.02218731492653,119.385714285714,99.9714285714286,9.314285714285347,1.925,1.69,3.215,1.8287499999999999,0.12331362455138581,1.94,1.69,-0.06874999999999987,-0.08571428571428574,-1.616413373860182,0.12331362455138581,0.962406015037594,0.7226071336925841,0.7024390243902439,True,False,False,False
133,134,2016,4,11.0142857142857,12.9714285714286,51.7857142857143,0.526571428571429,124.6,2016-01-25,2016-01-31,I,Euros/kg,1.19,1.92,1.555,1,Winter,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0,0,1,12.0857142857143,15.4,12.7285714285714,14.25,3.3930801931694434,18.5,11.0142857142857,-3.2357142857143,12.2142857142857,11.4428571428571,13.4285714285714,13.15714285714285,1.995334694786223,16.0,11.4428571428571,-0.18571428571424953,42.9285714285714,44.7571428571429,52.3857142857143,47.121428571428574,4.021126183336287,51.7857142857143,42.9285714285714,4.664285714285725,0.0018571428571428,1.31685714285714,0.041,0.47003571428571367,0.6134260027781283,1.31685714285714,0.0018571428571428,0.056535714285715355,119.385714285714,115.714285714286,99.9714285714286,116.2285714285715,8.198116591406759,124.6,105.214285714286,8.371428571428496,1.76,1.925,1.94,1.7325,0.15397510621309363,1.925,1.555,-0.1775,-0.11647727272727282,0.3589015151515158,0.15397510621309363,0.8975468975468975,0.6267002518891687,0.6206208425720621,True,False,False,False
134,135,2016,5,16.0285714285714,12.9285714285714,54.1714285714286,0.0304285714285714,126.057142857143,2016-02-01,2016-02-07,I,Euros/kg,1.29,1.94,1.615,2,Winter,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,0,0,1,11.0142857142857,12.0857142857143,18.5,13.63214285714285,2.4571532391806863,16.0285714285714,11.0142857142857,2.396428571428551,12.9714285714286,12.2142857142857,16.0,12.3892857142857,0.7202016913270697,12.9714285714286,11.4428571428571,0.5392857142857004,51.7857142857143,42.9285714285714,49.0142857142857,48.4107142857143,5.415377135879768,54.1714285714286,42.9285714285714,5.7607142857143,0.526571428571429,0.0018571428571428,0.0348571428571429,0.4689285714285708,0.6144763436217434,1.31685714285714,0.0018571428571428,-0.4384999999999994,124.6,119.385714285714,105.214285714286,121.43928571428575,4.771704796685159,126.057142857143,115.714285714286,4.617857142857261,1.555,1.76,1.69,1.71375,0.16504418600282003,1.925,1.555,-0.09875000000000012,0.03858520900321549,-1.331268135832484,0.16504418600282003,0.9423778264040845,0.7347170884276372,0.7731196054254008,True,False,False,False
135,136,2016,6,24.1285714285714,17.3714285714286,64.0571428571428,0.0535714285714286,122.985714285714,2016-02-08,2016-02-14,I,Euros/kg,1.43,2.0,1.715,2,Winter,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,0,1,1,16.0285714285714,11.0142857142857,15.4,15.814285714285699,5.947422696823694,24.1285714285714,11.0142857142857,8.314285714285703,12.9285714285714,12.9714285714286,11.4428571428571,13.871428571428574,2.359032431656129,17.3714285714286,12.2142857142857,3.500000000000025,54.1714285714286,51.7857142857143,44.7571428571429,53.23571428571427,8.68559288762277,64.0571428571428,42.9285714285714,10.82142857142852,0.0304285714285714,0.526571428571429,1.31685714285714,0.15310714285714294,0.24987298474105074,0.526571428571429,0.0018571428571428,-0.09953571428571434,126.057142857143,124.6,115.714285714286,123.25714285714275,2.8696630440588073,126.057142857143,119.385714285714,-0.271428571428757,1.615,1.555,1.925,1.66125,0.09321793461203391,1.76,1.555,0.053750000000000187,0.0619195046439629,0.6047471620227027,0.09321793461203391,1.032355154251317,0.8900421667207267,0.8209907884238776,True,False,False,False
136,137,2016,7,19.6285714285714,10.9,47.5142857142857,0.36,158.871428571429,2016-02-15,2016-02-21,I,Euros/kg,1.34,2.08,1.71,2,Winter,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0,0,1,24.1285714285714,16.0285714285714,12.0857142857143,17.699999999999974,5.553928559945606,24.1285714285714,11.0142857142857,1.928571428571427,17.3714285714286,12.9285714285714,12.2142857142857,13.54285714285715,2.729256957015029,17.3714285714286,10.9,-2.6428571428571495,64.0571428571428,54.1714285714286,42.9285714285714,54.38214285714285,7.013295197252777,64.0571428571428,47.5142857142857,-6.867857142857154,0.0535714285714286,0.0304285714285714,0.0018571428571428,0.24264285714285727,0.24164094632072503,0.526571428571429,0.0304285714285714,0.11735714285714272,122.985714285714,126.057142857143,119.385714285714,133.1285714285715,17.207690892458146,158.871428571429,122.985714285714,25.742857142857503,1.715,1.615,1.76,1.64875,0.07760745239129266,1.715,1.555,0.06125000000000003,-0.00291545189504383,-1.0470845481049578,0.07760745239129266,1.0371493555724034,0.9834651329978432,0.8185972292739537,True,False,False,False
